Company Name [note 30],Site Name,Technology,Type,CHP,Primary Fuel,Secondary Fuel,InstalledCapacity (MW),Grid Connection Type,Country,Region,Postcode,OS Reference,X-Coordinate,Y-Coordinate,Year Commissioned,DESNZ site code
Lightsource BP,Westwood,Solar,PV,No,Solar,, 9.2 ,LV,England,South East,CT125AS,,635063.0,166833.0,2014,SOL-000675
Lightsource BP,Fareham,Solar,PV,No,Solar,, 20.5 ,LV,England,South East,PO141AU,,456710.0,103840.0,2014,SOL-000676
Lightsource BP,Knowlton,Solar,PV,No,Solar,, 11.5 ,LV,England,South East,CT31PT,,628013.0,153474.0,2014,SOL-000677
Lightsource BP,Crucis Farm,Solar,PV,No,Solar,, 16.1 ,LV,England,South West,GL75DX,,406095.0,202822.0,2014,SOL-000711
Lightsource BP,Fairwinds,Solar,PV,No,Solar,, 12.2 ,LV,England,East of England,SS166EB,,565725.0,187731.0,2014,SOL-000713
Lightsource BP,Norrington,Solar,PV,No,Solar,, 11.1 ,LV,England,South West,SN128LT,,388259.0,164933.0,2014,SOL-000715
Lightsource BP,Bury Lane,Solar,PV,No,Solar,, 22.2 ,LV,England,East of England,SG86DF,,537439.0,244200.0,2014,SOL-000725
Lightsource BP,Epwell,Solar,PV,No,Solar,, 9.0 ,LV,England,South East,OX156HF,,436715.0,241041.0,2014,SOL-000726
Lightsource BP,Brynteg,Solar,PV,No,Solar,, 14.8 ,LV,Wales,Wales,SA154ND,,249621.0,203809.0,2014,SOL-000731
Lightsource BP,Burnthouse,Solar,PV,No,Solar,, 4.8 ,LV,England,East of England,PE72HS,,534234.0,294198.0,2014,SOL-000735
Lightsource BP,Primrose Hill,Solar,PV,No,Solar,, 4.3 ,LV,England,Yorkshire and the Humber,LN85JE,,460491.0,428957.0,2015,SOL-000768
Lightsource BP,Crundale,Solar,PV,No,Solar,, 43.7 ,LV,Wales,Wales,SA624PY,,198922.0,217459.0,2015,SOL-000770
Lightsource BP,Castle Combe,Solar,PV,No,Solar,, 15.3 ,LV,England,South West,SN147EY,,385003.0,177211.0,2015,SOL-000778
Lightsource BP,Horam,Solar,PV,No,Solar,, 8.1 ,LV,England,South East,TN210JB,,557342.0,117038.0,2015,SOL-000782
Lightsource BP,Hill House Farm,Solar,PV,No,Solar,, 28.3 ,LV,England,South West,GL27AN,,375073.0,204169.0,2015,SOL-000783
Lightsource BP,Burthy,Solar,PV,No,Solar,, 13.1 ,LV,England,South West,TR85BN,,191082.0,55525.0,2015,SOL-000802
Lightsource BP,Little Neath,Solar,PV,No,Solar,, 6.1 ,LV,Wales,Wales,SA715AA,,191001.0,200291.0,2015,SOL-000803
Lightsource BP,Prestop Park,Solar,PV,No,Solar,, 15.9 ,LV,England,East Midlands,LE652TE,,433582.0,316633.0,2015,SOL-000804
Lightsource BP,Sundorne Grove,Solar,PV,No,Solar,, 18.2 ,LV,England,West Midlands,SY44RR,,352826.0,315367.0,2015,SOL-000805
Lightsource BP,Wrockwardine,Solar,PV,No,Solar,, 10.5 ,LV,England,West Midlands,TF50BJ,,361262.0,311911.0,2015,SOL-000807
Lightsource BP,St Francis,Solar,PV,No,Solar,, 4.3 ,LV,England,South East,TN339BL,,572709.0,111249.0,2015,SOL-000808
Lightsource BP,Treguff,Solar,PV,No,Solar,, 3.7 ,LV,Wales,Wales,CF715LT,,302265.0,171141.0,2015,SOL-000815
Lightsource BP,Henbury Quarry,Solar,PV,No,Solar,, 3.7 ,LV,England,South West,BH213QZ,,396735.0,97102.0,2015,SOL-000816
Lightsource BP,Exning,Solar,PV,No,Solar,, 30.3 ,LV,England,East of England,CB80XG,,561429.0,263931.0,2015,SOL-000831
Lightsource BP,Hill Farm,Solar,PV,No,Solar,, 7.7 ,LV,Wales,Wales,NP117BB,,319254.0,192650.0,2015,SOL-000842
Lightsource BP,Langton (FIT),Solar,PV,No,Solar,, 4.3 ,LV,Wales,Wales,SA659RH,,194473.0,233813.0,2015,SOL-000867
Lightsource BP,Maes Bach,Solar,PV,No,Solar,, 4.6 ,LV,Wales,Wales,CF381SL,,310571.0,185789.0,2015,SOL-000868
Lightsource BP,Shaftesbury,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,SP79HD,,386849.0,124179.0,2015,SOL-000870
Lightsource BP,Upper Clayhill,Solar,PV,No,Solar,, 4.7 ,LV,England,South East,BN85RR,,544648.0,114840.0,2015,SOL-000872
Lightsource BP,Manor Farm Eggington,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,LU79PB,,495555.0,226052.0,2015,SOL-000873
Lightsource BP,Hadley Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,SY133AB,,351460.0,340636.0,2015,SOL-000885
Lightsource BP,Bentley Estate,Solar,PV,No,Solar,, 4.8 ,LV,England,South East,BN86PT,,548420.0,117019.0,2015,SOL-000887
Lightsource BP,Church Farm - Slapton,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,LU79DY,,494241.0,220134.0,2015,SOL-000888
Lightsource BP,Cold Harbour,Solar,PV,No,Solar,, 5.0 ,LV,England,Yorkshire and the Humber,YO73NT,,444776.0,475104.0,2015,SOL-000889
Lightsource BP,Nefyn (Tyddyn Cae),Solar,PV,No,Solar,, 4.9 ,LV,Wales,Wales,LL536DS,,233416.0,338035.0,2015,SOL-000890
Lightsource BP,School Aycliffe,Solar,PV,No,Solar,, 5.0 ,LV,England,North East,DL56QE,,426142.0,523694.0,2015,SOL-000891
Lightsource BP,RedHill Farm ,Solar,PV,No,Solar,, 4.8 ,LV,England,South West,TA210DL,,308588.0,118087.0,2015,SOL-000901
Lightsource BP,Lawrence End Park,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,LU28PF,,513149.0,220690.0,2015,SOL-000903
Lightsource BP,Hornacott,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,EX226SD,,230097.0,95148.0,2015,SOL-000914
Lightsource BP,Acrefair,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,LL141TU,,328224.0,343948.0,2015,SOL-000919
Lightsource BP,Francis Court,Solar,PV,No,Solar,, 4.2 ,LV,England,South West,EX53LW,,297957.0,99694.0,2015,SOL-000920
Lightsource BP,Sheriffhales,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,TF118QY,,375171.0,312179.0,2015,SOL-000926
Lightsource BP,Brook Farm,Solar,PV,No,Solar,, 8.9 ,LV,England,South East,OX251NX,,461083.0,217119.0,2015,SOL-000932
Lightsource BP,Beckton,Solar,PV,No,Solar,, 0.5 ,LV,England,London,IG110AD,,545350.0,181950.0,2016,SOL-000985
Lightsource BP,Manor Farm,Solar,PV,No,Solar,, 0.8 ,LV,England,South West,TA117BT,,493450.0,102216.0,2011,SOL-001002
Lightsource BP,QE2 Reservoir,Solar,PV,No,Solar,, 6.3 ,LV,England,South East,IG110AD,,512509.0,167686.0,2016,SOL-001033
Lightsource BP,Binsted,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,BN180LN,,498131.0,106406.0,2016,SOL-001038
Lightsource BP,Stragglethorpe,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,NG123HD,,463188.0,336136.0,2016,SOL-001059
Lightsource BP,Crookedstone,Solar,PV,No,Solar,, 4.8 ,LV,Northern Ireland,Northern Ireland,BT294EH,,129401.0,538723.0,2016,SOL-001061
Lightsource BP,South Creake,Solar,PV,No,Solar,, 26.0 ,LV,England,East of England,NR219LY,,585483.0,335992.0,2016,SOL-001074
Lightsource BP,Morfa,Solar,PV,No,Solar,, 2.0 ,LV,Wales,Wales,CF612YT,,258062.0,301195.0,2016,SOL-001076
Lightsource BP,Charity Farm - CfD,Solar,PV,No,Solar,, 14.4 ,LV,England,West Midlands,SY45SX,,345545.0,325520.0,2016,SOL-001083
Lightsource BP,Bentley Estate 2,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,BN86PT,,548465.0,117641.0,2016,SOL-001112
Lightsource BP,Cwrt Henllys,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,NP447AS,,326262.0,191423.0,2016,SOL-001117
Lightsource BP,Gelli Gron,Solar,PV,No,Solar,, 3.6 ,LV,Wales,Wales,LL536DQ,,241787.0,339725.0,2016,SOL-001118
Lightsource BP,Hill Hall Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,CM74SH,,565650.0,232265.0,2016,SOL-001119
Lightsource BP,Wick Red Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,BS240HD,,331399.0,154837.0,2016,SOL-001121
Lightsource BP,Millar Farm,Solar,PV,No,Solar,, 7.2 ,LV,Northern Ireland,Northern Ireland,BT412JJ,,127283.0,546753.0,2017,SOL-001181
Lightsource BP,Bolsovermoor Quarry ,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,S446XE,,449954.0,371271.0,2017,SOL-001184
Lightsource BP,Fields Farm (Agden) ,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,SY134RB,,351085.0,344240.0,2017,SOL-001185
Lightsource BP,Pen Rhiw ,Solar,PV,No,Solar,, 4.7 ,LV,Wales,Wales,CF453UX,,304596.0,197986.0,2017,SOL-001186
Lightsource BP,Safeguard Bradwall,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,CW100LA,,375914.0,363479.0,2017,SOL-001187
Lightsource BP,Sharland Farm ,Solar,PV,No,Solar,, 2.8 ,LV,England,South West,EX176SJ,,274885.0,105456.0,2017,SOL-001188
Lightsource BP,High Point,Solar,PV,No,Solar,, 3.7 ,LV,England,West Midlands,DY149AD,,366415.0,270925.0,2017,SOL-001194
Lightsource BP,Green Lane,Solar,PV,No,Solar,, 4.2 ,LV,England,West Midlands,ST148LQ,,414839.0,330919.0,2017,SOL-001197
Lightsource BP,Middle Balbeggie ,Solar,PV,No,Solar,, 5.0 ,LV,Scotland,Scotland,KY13NW,,328584.0,696136.0,2017,SOL-001204
Lightsource BP,NOR Parsonage Wood ,Solar,PV,No,Solar,, 4.2 ,LV,England,South West,EX226LA,,231095.0,102160.0,2017,SOL-001206
Lightsource BP,Meadow Farm (Thorpe Lanton) ,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,LE167TR,,472795.0,290643.0,2017,SOL-001207
Lightsource BP,Park Farm West ,Solar,PV,No,Solar,, 3.9 ,LV,Wales,Wales,NP183NY,,331876.0,191657.0,2017,SOL-001208
Lightsource BP,Pressock,Solar,PV,No,Solar,, 4.2 ,LV,Scotland,Scotland,DD82SN,,356791.0,749786.0,2017,SOL-001226
Lightsource BP,North Tenement,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,SA623NX,,193951.0,212945.0,2017,SOL-001235
Lightsource BP,Finvoy,Solar,PV,No,Solar,, 6.0 ,LV,Northern Ireland,Northern Ireland,BT448SD,,112523.0,572478.0,2017,SOL-001240
Lightsource BP,NI Cluster Lough Road,Solar,PV,No,Solar,, 5.4 ,LV,Northern Ireland,Northern Ireland,BT282PQ,,129148.0,526209.0,2017,SOL-001249
Lightsource BP,NI Cluster Knockairn Road,Solar,PV,No,Solar,, 5.4 ,LV,Northern Ireland,Northern Ireland,BT294UE,,131013.0,531722.0,2017,SOL-001250
Lightsource BP,NI Cluster Hillside,Solar,PV,No,Solar,, 5.4 ,LV,Northern Ireland,Northern Ireland,BT282PQ,,129820.0,526363.0,2017,SOL-001251
Lightsource BP,NI Cluster Moira Road,Solar,PV,No,Solar,, 5.9 ,LV,Northern Ireland,Northern Ireland,BT294JL,,129536.0,531688.0,2017,SOL-001252
Lightsource BP,NI Cluster Belfast Road,Solar,PV,No,Solar,, 10.0 ,LV,Northern Ireland,Northern Ireland,BT294TH,,134568.0,534503.0,2017,SOL-001253
Lightsource BP,Maghaberry,Solar,PV,No,Solar,, 27.1 ,LV,Northern Ireland,Northern Ireland,BT282PT,,129097.0,520344.0,2018,SOL-001273
Lightsource BP,Brett Martin,Solar,PV,No,Solar,, 6.5 ,LV,Northern Ireland,Northern Ireland,BT364QU,,141191.0,538562.0,2018,SOL-001274
Lightsource BP,Pilkington,Solar,PV,No,Solar,, 2.3 ,LV,England,North West, L407TB,,346150.0,408856.0,2019,SOL-001283
Lightsource BP,Ibstock,Solar,PV,No,Solar,, 4.8 ,LV,England,West Midlands, LE676HS,SK415110,441562.0,311209.0,2020,SOL-001287
Lightsource BP,Goosehall,Solar,PV,No,Solar,, 43.2 ,LV,England,East of England,CB250BN,TL5768268685,557682.0,268685.0,2020,SOL-001289
Lightsource BP,Arkwright CIC,Solar,PV,No,Solar,, 2.5 ,,England,East Midlands,S44 5DS,SK433719,443359.0,371989.0,2015,SOL-001558
Lightsource BP,Arkwright SPV,Solar,PV,No,Solar,, 5.0 ,,England,East Midlands,S44 5DS,SK433719,443359.0,371989.0,2015,SOL-001559
Lightsource BP,Firs Road CIC1,Solar,PV,No,Solar,, 4.9 ,,Wales,Wales,NP7 8SW,SO364152,336462.0,215214.0,2015,SOL-001560
Lightsource BP,Firs Road CIC2,Solar,PV,No,Solar,, 4.6 ,,Wales,Wales,NP7 8SW,SO364152,336462.0,215214.0,2015,SOL-001561
Lightsource BP,Hafod CIC,Solar,PV,No,Solar,, 2.8 ,,Wales,Wales,NP13 2ER,SO201036,320123.0,203663.0,2015,SOL-001562
Lightsource BP,Hafod SPV,Solar,PV,No,Solar,, 5.0 ,,Wales,Wales,NP13 2ER,SO201036,3201233.0,203663.0,2015,SOL-001563
Lightsource BP,Laceby CIC1,Solar,PV,No,Solar,, 5.0 ,,England,East Midlands,DN37 7LD,TA227047,522785.0,404749.0,2015,SOL-001564
Lightsource BP,Laceby CIC2,Solar,PV,No,Solar,, 5.0 ,,England,East Midlands,DN37 7LD,TA227047,522785.0,404749.0,2015,SOL-001565
Lightsource BP,Llancadle,Solar,PV,No,Solar,, 5.0 ,,Wales,Wales,CF62 3AQ,ST0367968416,303679.0,168416.0,2015,SOL-001566
Lightsource BP,Teyrdan CIC,Solar,PV,No,Solar,, 4.6 ,,England,West Midlands,LL29 8YY,SH877757,287715.0,375713.0,2015,SOL-001567
Lightsource BP,Teyrdan SPV,Solar,PV,No,Solar,, 4.7 ,,England,West Midlands,LL29 8YY,SH877757,287715.0,375713.0,2015,SOL-001568
Lightsource BP,Thorne,Solar,PV,No,Solar,, 5.0 ,,England,East Midlands,DN8 4NA,TR3338864922,470602.0,416004.0,2015,SOL-001569
Lightsource BP,Watnall,Solar,PV,No,Solar,, 10.0 ,,England,East Midlands,NG16 1HY,SK5152246872,451522.0,346872.0,2014,SOL-001570
Lightsource BP,Defford,Solar,PV,No,Solar,, 50.0 ,,England,West Midlands,,WR8 9BP,390739.0,244947.0,2016,SOL-001603
LondonEnergy,Londonwaste Ltd,Bioenergy,Bioenergy,No,MSW,, 58.0 ,LV,England,London,N183AG,,535050.0,192550.0,1970,BIO-000108
Marchwood Power,Marchwood Power,Fossil Fuel,CCGT,No,Natural Gas,, 898.0 ,HV,England,South East,SO404BD,,438274.0,108147.0,2009,GAS-000354
Moray Offshore Windfarm (East) Ltd,Moray Offshore Windfarm East Limited,Wind,Offshore,No,Wind,, 950.0 ,HV,Scotland,Scotland,AB43 9BR,ND5900320015,359003.0,920015.0,2021,WOF-001390
Moray Offshore Windfarm (East) Ltd,Moray Offshore Windfarm West Limited,Wind,Offshore,No,Wind,, 882.0 ,HV,Scotland,Scotland,AB43 9BR,,340747.0,912463.0,2024,WOF-001644
Octopus Investments,Craymarsh,Solar,PV,No,Solar,, 1.8 ,LV,England,South West,SN126RG,,393506.0,162624.0,2012,SOL-000491
Octopus Investments,Park Wall,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,TA70HY,,332133.0,136030.0,2012,SOL-000495
Octopus Investments,Lenham,Solar,PV,No,Solar,, 6.6 ,LV,England,South East,ME172HX,,589450.0,151072.0,2014,SOL-000496
Octopus Investments,Bradford,Solar,PV,No,Solar,, 5.3 ,LV,England,South West,EX226LQ,,227973.0,100750.0,2013,SOL-000566
Octopus Investments,Bratton Fleming,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,EX327LG,,265395.0,137979.0,2013,SOL-000567
Octopus Investments,Chittering 2,Solar,PV,No,Solar,, 6.3 ,LV,England,East of England,CB259PH,,551264.0,270881.0,2013,SOL-000569
Octopus Investments,Ellicombe,Solar,PV,No,Solar,, 1.3 ,LV,England,South West,EX175LS,,274429.0,105004.0,2013,SOL-000570
Octopus Investments,Hatchlands,Solar,PV,No,Solar,, 5.2 ,LV,England,South West,TQ97LB,,273302.0,59712.0,2013,SOL-000572
Octopus Investments,Higher Knapp Farm,Solar,PV,No,Solar,, 1.5 ,LV,England,South West,TA36AY,,330222.0,124913.0,2013,SOL-000573
Octopus Investments,Little T,Solar,PV,No,Solar,, 5.4 ,LV,England,South West,TR109EF,,171916.0,31778.0,2013,SOL-000577
Octopus Investments,Lovedean,Solar,PV,No,Solar,, 4.5 ,LV,England,South East,PO80SH,,468005.0,112956.0,2013,SOL-000578
Octopus Investments,Marley Thatch,Solar,PV,No,Solar,, 6.2 ,LV,England,South West,TQ109LW,,271573.0,59890.0,2013,SOL-000581
Octopus Investments,Newlands,Solar,PV,No,Solar,, 4.3 ,LV,England,South West,EX135SF,,333040.0,97434.0,2013,SOL-000582
Octopus Investments,Ninnis,Solar,PV,No,Solar,, 3.9 ,LV,England,South West,PL267EN,,198252.0,50490.0,2013,SOL-000583
Octopus Investments,North Perrott Fruit Farm,Solar,PV,No,Solar,, 0.8 ,LV,England,South West,TA187SN,,346475.0,110116.0,2013,SOL-000584
Octopus Investments,Palfreys Barton,Solar,PV,No,Solar,, 1.0 ,LV,England,South West,EX167RZ,,296533.0,118055.0,2013,SOL-000586
Octopus Investments,Parkhouse,Solar,PV,No,Solar,, 6.6 ,LV,England,South East,SP97UZ,,422792.0,144085.0,2013,SOL-000587
Octopus Investments,Rudge Manor,Solar,PV,No,Solar,, 6.4 ,LV,England,South West,SN82HN,,427444.0,169114.0,2013,SOL-000588
Octopus Investments,Shipton Bellinger,Solar,PV,No,Solar,, 5.4 ,LV,England,South East,SP40EG,,423437.0,143998.0,2013,SOL-000590
Octopus Investments,Slaughtergate,Solar,PV,No,Solar,, 1.8 ,LV,England,South West,SP85NH,,378233.0,127441.0,2013,SOL-000592
Octopus Investments,Southcombe Farm,Solar,PV,No,Solar,, 1.2 ,LV,England,South West,EX215RF,,244284.0,111956.0,2013,SOL-000593
Octopus Investments,Strete,Solar,PV,No,Solar,, 4.9 ,LV,England,South West,EX52PL,,304235.0,94913.0,2013,SOL-000594
Octopus Investments,Tavells,Solar,PV,No,Solar,, 5.4 ,LV,England,South East,SO404WH,,438181.0,110655.0,2013,SOL-000595
Octopus Investments,Tregassow,Solar,PV,No,Solar,, 5.9 ,LV,England,South West,TR49BL,,185395.0,49565.0,2013,SOL-000597
Octopus Investments,Turves,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,PE72HS,,533992.0,294321.0,2013,SOL-000598
Octopus Investments,Whiddon Farm,Solar,PV,No,Solar,, 0.9 ,LV,England,South West,EX226PJ,,239451.0,97227.0,2013,SOL-000600
Octopus Investments,Willsland,Solar,PV,No,Solar,, 3.3 ,LV,England,South West,EX215LS,,250049.0,104054.0,2013,SOL-000601
Octopus Investments,Burntstalk Farm,Solar,PV,No,Solar,, 11.5 ,LV,England,East of England,PE321JA,,577721.0,311630.0,2013,SOL-000603
Octopus Investments,Causilgey,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,TR49EP,,177775.0,47586.0,2013,SOL-000604
Octopus Investments,Chawton,Solar,PV,No,Solar,, 3.7 ,LV,England,South East,PO318QT,,449357.0,93055.0,2013,SOL-000605
Octopus Investments,Chediston Hall,Solar,PV,No,Solar,, 12.3 ,LV,England,East of England,IP190RA,,636663.0,278367.0,2013,SOL-000606
Octopus Investments,Hewas,Solar,PV,No,Solar,, 6.0 ,LV,England,South West,TR24EP,,191590.0,53161.0,2013,SOL-000609
Octopus Investments,The Hollies,Solar,PV,No,Solar,, 8.6 ,LV,England,East Midlands,PE244SH,,549558.0,363539.0,2013,SOL-000611
Octopus Investments,Apse New Barn,Solar,PV,No,Solar,, 3.1 ,LV,England,South East,PO377PS,,456363.0,82780.0,2013,SOL-000612
Octopus Investments,Higher Trenhayle,Solar,PV,No,Solar,, 2.9 ,LV,England,South West,TR275JU,,158256.0,36251.0,2013,SOL-000613
Octopus Investments,Hollamoor,Solar,PV,No,Solar,, 2.2 ,LV,England,South West,EX313HX,,254698.0,129964.0,2013,SOL-000621
Octopus Investments,Lexham,Solar,PV,No,Solar,, 7.9 ,LV,England,East of England,PE322RY,,587463.0,319985.0,2013,SOL-000623
Octopus Investments,Tredown Farm,Solar,PV,No,Solar,, 1.4 ,LV,England,South West,PL160HH,,239431.0,81407.0,2013,SOL-000624
Octopus Investments,Penhale,Solar,PV,No,Solar,, 3.5 ,LV,England,South West,PL277RQ,,194606.0,71371.0,2013,SOL-000626
Octopus Investments,Mopley/Cadland,Solar,PV,No,Solar,, 3.0 ,LV,England,South East,SO451YH,,444681.0,100949.0,2013,SOL-000630
Octopus Investments,Bishops Sutton,Solar,PV,No,Solar,, 12.0 ,LV,England,South East,SO240AA,,459558.0,131825.0,2014,SOL-000663
Octopus Investments,Rew Farm,Solar,PV,No,Solar,, 5.1 ,LV,England,South West,PL305AW,,209034.0,61130.0,2014,SOL-000668
Octopus Investments,Week Farm 2,Solar,PV,No,Solar,, 3.7 ,LV,England,South West,EX387HU,,251218.0,119059.0,2014,SOL-000674
Octopus Investments,Willburton 2 (Mingay Farm),Solar,PV,No,Solar,, 19.3 ,LV,England,East of England,CB63PU,,547073.0,272967.0,2014,SOL-000679
Octopus Investments,Hazard,Solar,PV,No,Solar,, 5.7 ,LV,England,South West,TQ97LN,,274991.0,59302.0,2014,SOL-000680
Octopus Investments,Crapnell Farm,Solar,PV,No,Solar,, 4.7 ,LV,England,South West,BA53HG,,359691.0,145698.0,2014,SOL-000684
Octopus Investments,Hill Farm (OI),Solar,PV,No,Solar,, 10.8 ,LV,England,South East,PO360BB,,461387.0,89012.0,2014,SOL-000685
Octopus Investments,Drapers Farm,Solar,PV,No,Solar,, 6.0 ,LV,England,East of England,CM31QF,,572146.0,220468.0,2014,SOL-000686
Octopus Investments,Reaches Farm,Solar,PV,No,Solar,, 6.2 ,LV,England,East of England,IP265LA,,573913.0,298817.0,2014,SOL-000687
Octopus Investments,Meadow Farm,Solar,PV,No,Solar,, 6.1 ,LV,England,East of England,IP264RG,,572611.0,296975.0,2014,SOL-000688
Octopus Investments,Little Morton,Solar,PV,No,Solar,, 14.3 ,LV,England,East Midlands,DN228HE,,467187.0,379023.0,2014,SOL-000689
Octopus Investments,Abbots Ripton,Solar,PV,No,Solar,, 24.7 ,LV,England,East of England,PE282LQ,,522746.0,277158.0,2014,SOL-000690
Octopus Investments,Manor Farm Dorset,Solar,PV,No,Solar,, 4.9 ,LV,England,South West,SP85PR,,377815.0,128359.0,2014,SOL-000691
Octopus Investments,Lodge Farm,Solar,PV,No,Solar,, 12.0 ,LV,England,East Midlands,NG139PL,,478519.0,341598.0,2014,SOL-000692
Octopus Investments,Sycamore,Solar,PV,No,Solar,, 19.0 ,LV,England,South East,TN299SY,,601943.0,125385.0,2014,SOL-000693
Octopus Investments,North Wayton,Solar,PV,No,Solar,, 8.4 ,LV,England,South West,PL126QQ,,242671.0,62588.0,2014,SOL-000694
Octopus Investments,Hill End Farm,Solar,PV,No,Solar,, 2.8 ,LV,England,South East,RG265HA,,462034.0,157344.0,2014,SOL-000697
Octopus Investments,Pyde Drove,Solar,PV,No,Solar,, 8.4 ,LV,England,South West,TA78DN,,335530.0,142499.0,2014,SOL-000700
Octopus Investments,Spittleborough,Solar,PV,No,Solar,, 9.1 ,LV,England,South West,SN48ET,,408318.0,183058.0,2014,SOL-000701
Octopus Investments,Stratton Hall,Solar,PV,No,Solar,, 11.8 ,LV,England,East of England,IP100PL,,625674.0,239588.0,2014,SOL-000704
Octopus Investments,Tillhouse,Solar,PV,No,Solar,, 10.5 ,LV,England,South West,EX53BG,,301013.0,96534.0,2014,SOL-000705
Octopus Investments,Decoy,Solar,PV,No,Solar,, 5.3 ,LV,England,South East,PO203TR,,492213.0,104099.0,2014,SOL-000709
Octopus Investments,Ermine Street,Solar,PV,No,Solar,, 32.4 ,LV,England,East Midlands,NG348QT,,499291.0,347452.0,2014,SOL-000712
Octopus Investments,New Row Farm,Solar,PV,No,Solar,, 4.5 ,LV,England,South West,BA44JT,,363204.0,145130.0,2014,SOL-000714
Octopus Investments,Pitts Farm,Solar,PV,No,Solar,, 3.2 ,LV,England,South West,BA53HG,,359176.0,146235.0,2014,SOL-000716
Octopus Investments,Hullavington,Solar,PV,No,Solar,, 8.3 ,LV,England,South West,SN146QP,,389154.0,182299.0,2014,SOL-000721
Octopus Investments,The Hydes,Solar,PV,No,Solar,, 10.7 ,LV,England,East of England,CM74TX,,564210.0,230560.0,2014,SOL-000722
Octopus Investments,Manston Thorne,Solar,PV,No,Solar,, 6.2 ,LV,England,South East,CT125DS,,633388.0,164922.0,2014,SOL-000723
Octopus Investments,Ottringham,Solar,PV,No,Solar,, 6.1 ,LV,England,Yorkshire and the Humber,HU120AD,,527561.0,424182.0,2014,SOL-000724
Octopus Investments,Sutton Mawr,Solar,PV,No,Solar,, 7.5 ,LV,Wales,Wales,CF623AB,,307224.0,170024.0,2014,SOL-000727
Octopus Investments,West Hall,Solar,PV,No,Solar,, 5.5 ,LV,Wales,Wales,CF624ZW,,302476.0,166946.0,2014,SOL-000730
Octopus Investments,Clann Farm,Solar,PV,No,Solar,, 1.5 ,LV,England,South West,PL305HD,,202639.0,63931.0,2014,SOL-000732
Octopus Investments,Westwood Farm,Solar,PV,No,Solar,, 5.1 ,LV,England,East Midlands,NG220PF,,471765.0,370062.0,2014,SOL-000737
Octopus Investments,Walland Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,EX395DP,,235344.0,122223.0,2015,SOL-000773
Octopus Investments,Wedgehill,Solar,PV,No,Solar,, 13.5 ,LV,England,South West,BH216SB,,406557.0,108809.0,2015,SOL-000774
Octopus Investments,Bryn Yr Odyn,Solar,PV,No,Solar,, 14.9 ,LV,Wales,Wales,LL625DE,,239600.0,373400.0,2015,SOL-000788
Octopus Investments,Avenue Farm,Solar,PV,No,Solar,, 7.6 ,LV,England,East of England,NR147PJ,,628770.0,303787.0,2015,SOL-000791
Octopus Investments,Mount Mill,Solar,PV,No,Solar,, 12.0 ,LV,England,East Midlands,MK196DG,,476366.0,237708.0,2015,SOL-000796
Octopus Investments,Pitchford,Solar,PV,No,Solar,, 21.0 ,LV,England,West Midlands,SY5 7DU,SJ5096502668,350965.0,302668.0,2015,SOL-000800
Octopus Investments,Somerton Door,Solar,PV,No,Solar,, 8.7 ,LV,England,South West,TA116JA,,347045.0,130025.0,2015,SOL-000801
Octopus Investments,Wiggin Hill,Solar,PV,No,Solar,, 11.4 ,LV,England,East of England,PE273LL,,530442.0,273663.0,2015,SOL-000806
Octopus Investments,Oaklands,Solar,PV,No,Solar,, 6.9 ,LV,England,South West,TN261ER,,596397.0,144740.0,2015,SOL-000809
Octopus Investments,Chisbon,Solar,PV,No,Solar,, 12.3 ,LV,England,East of England,CO168HJ,,612862.0,218208.0,2015,SOL-000810
Octopus Investments,Singrug,Solar,PV,No,Solar,, 12.0 ,LV,Wales,Wales,NP122BG,,319137.0,193566.0,2015,SOL-000811
Octopus Investments,Trench Farm,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,LL130NA,,338419.0,339068.0,2015,SOL-000812
Octopus Investments,Westerfield,Solar,PV,No,Solar,, 13.0 ,LV,England,South East,OX183PA,,427125.0,209714.0,2015,SOL-000813
