Company Name [note 30],Site Name,Technology,Type,CHP,Primary Fuel,Secondary Fuel,InstalledCapacity (MW),Grid Connection Type,Country,Region,Postcode,OS Reference,X-Coordinate,Y-Coordinate,Year Commissioned,DESNZ site code
Greencoat Capital,Bedborough,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,BH217BQ,,404920.0,101836.0,2015,SOL-000883
Greencoat Capital,Slade Farm,Solar,PV,No,Solar,, 4.1 ,LV,England,South West,TQ72HE,,274224.0,45194.0,2015,SOL-000886
Greencoat Capital,FannyHouse,Solar,PV,No,Solar,, 4.9 ,LV,England,North West,LA33EF,,342598.0,462146.0,2015,SOL-000892
Greencoat Capital,Guston,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,CT155EW,,632877.0,144096.0,2015,SOL-000902
Greencoat Capital,Long Meadow,Solar,PV,No,Solar,, 4.1 ,LV,England,South East,LU79DY,,493475.0,217559.0,2015,SOL-000913
Greencoat Capital,Margate,Solar,PV,No,Solar,, 3.4 ,LV,England,South West,PL311HE,,208657.0,66512.0,2015,SOL-000916
Greencoat Capital,Great Seabrook,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,LU79DY,,493192.0,217705.0,2015,SOL-000923
Greencoat Capital,Ferry Farm,Solar,PV,No,Solar,, 4.9 ,LV,England,South East,PO209DZ,,485830.0,96047.0,2015,SOL-000931
Greencoat Capital,Canopus,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,PE227BE,,530597.0,347613.0,2015,SOL-000935
Greencoat Capital,Burnham Wick,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,CM08LU,,596876.0,195875.0,2015,SOL-000936
Greencoat Capital,Upper Wick,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,GL116DE,,371550.0,195850.0,2015,SOL-000937
Greencoat Capital,ScottowMoor,Solar,PV,No,Solar,, 33.7 ,LV,England,East of England,NR105FB,,626488.0,323770.0,2015,SOL-000939
Greencoat Capital,Five Oaks,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,RH149AZ,,509003.0,130058.0,2016,SOL-000986
Greencoat Capital,SMSL1,Solar,PV,No,Solar,, 4.8 ,LV,England,East of England,NR105FB,,626626.0,322780.0,2016,SOL-000988
Greencoat Capital,Eveley,Solar,PV,No,Solar,, 49.3 ,LV,England,South East,SO206SA,,432815.0,133266.0,2016,SOL-000997
Greencoat Capital,Ford,Solar,PV,No,Solar,, 11.6 ,LV,England,South East,BN443AT,,517748.0,117195.0,2016,SOL-000999
Greencoat Capital,LowerHouse,Solar,PV,No,Solar,, 8.2 ,LV,Wales,Wales,NP151JU,,334870.0,204817.0,2016,SOL-001001
Greencoat Capital,Sellindge,Solar,PV,No,Solar,, 11.2 ,LV,England,South East,TN256EE,,608480.0,137870.0,2016,SOL-001007
Greencoat Capital,Trowle,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,BA149BR,,383857.0,158625.0,2016,SOL-001008
Greencoat Capital,Bryn Bachau,Solar,PV,No,Solar,, 4.6 ,LV,Wales,Wales,LL536RQ,,243136.0,336998.0,2016,SOL-001009
Greencoat Capital,Bent Spur,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,BL48SJ,,375173.0,404114.0,2016,SOL-001012
Greencoat Capital,Swindon,Solar,PV,No,Solar,, 60.9 ,LV,England,South West,SN49NS,,413029.0,179126.0,2016,SOL-001017
Greencoat Capital,SMSL2,Solar,PV,No,Solar,, 4.9 ,LV,England,East of England,NR105FB,,625975.0,323016.0,2016,SOL-001019
Greencoat Capital,SMSL3,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,NR105FB,,625975.0,323016.0,2016,SOL-001020
Greencoat Capital,SMSL4,Solar,PV,No,Solar,, 3.6 ,LV,England,East of England,NR105FB,,625975.0,323016.0,2016,SOL-001021
Greencoat Capital,Bobbing,Solar,PV,No,Solar,, 11.6 ,LV,England,South East,ME97HZ,,586894.0,165757.0,2016,SOL-001027
Greencoat Capital,Outwood,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,CM112TX,,568931.0,193607.0,2016,SOL-001028
Greencoat Capital,Lagness,Solar,PV,No,Solar,, 4.8 ,LV,England,South East,PO201LR,,490675.0,101234.0,2016,SOL-001029
Greencoat Capital,Seaview,Solar,PV,No,Solar,, 1.9 ,LV,Wales,Wales,CF365TB,,282388.0,178878.0,2016,SOL-001030
Greencoat Capital,30Acres,Solar,PV,No,Solar,, 3.8 ,LV,England,East Midlands,NG208XT,,453432.0,367916.0,2016,SOL-001034
Greencoat Capital,Errol,Solar,PV,No,Solar,, 13.0 ,LV,Scotland,Scotland,PH27NL,,321840.0,721031.0,2016,SOL-001043
Greencoat Capital,Wilsom Farm,Solar,PV,No,Solar,, 4.0 ,LV,England,South East,GU343BF,,472777.0,138856.0,2016,SOL-001045
Greencoat Capital,Honeysome,Solar,PV,No,Solar,, 4.3 ,LV,England,East of England,PE166TG,,538755.0,286122.0,2016,SOL-001049
Greencoat Capital,RamseySolar,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,PE262RU,,527862.0,284726.0,2016,SOL-001051
Greencoat Capital,Newton,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,NR148GD,,624152.0,306192.0,2016,SOL-001053
Greencoat Capital,Severn Beach,Solar,PV,No,Solar,, 4.0 ,LV,England,South West,BS354NL,,354534.0,184909.0,2016,SOL-001054
Greencoat Capital,Marchington,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,DE65GX,,416198.0,330270.0,2016,SOL-001056
Greencoat Capital,Tower Hayes,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,LE671FH,,444576.0,310822.0,2016,SOL-001060
Greencoat Capital,Carnemough,Solar,PV,No,Solar,, 10.1 ,LV,England,South West,TR24EL,,191629.0,52065.0,2016,SOL-001062
Greencoat Capital,Kinmel 1,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,LL229SD,,298420.0,377733.0,2016,SOL-001063
Greencoat Capital,Merston,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,PO201LL,,489440.0,102825.0,2016,SOL-001064
Greencoat Capital,Carlam Hill Education,Solar,PV,No,Solar,, 5.0 ,LV,England,Yorkshire and the Humber,HU75YX,TA1100036000,511000.0,436000.0,2016,SOL-001065
Greencoat Capital,Rhewl 1,Solar,PV,No,Solar,, 3.0 ,LV,Wales,Wales,NP166AG,ST4949093050,349490.0,193050.0,2016,SOL-001066
Greencoat Capital,Sudbrook,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,NP265SR,,350024.0,187852.0,2016,SOL-001068
Greencoat Capital,Kinmel 2,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,LL229SG,,296340.0,376905.0,2016,SOL-001071
Greencoat Capital,Ashby,Solar,PV,No,Solar,, 4.8 ,LV,England,East Midlands,LE652UN,,434525.0,317774.0,2016,SOL-001094
Greencoat Capital,Balcombe,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,RH194QS,,535377.0,132854.0,2016,SOL-001100
Greencoat Capital,Huntspill,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,TA93PN,,332877.0,144342.0,2016,SOL-001103
Greencoat Capital,Shuttleworth,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,BB74LL,,382296.0,448048.0,2016,SOL-001105
Greencoat Capital,Wilbees,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,BN266RU,,554339.0,106829.0,2016,SOL-001107
Greencoat Capital,Basin Bridge,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,CV136JJ,SP3952296115,439522.0,296115.0,2016,SOL-001109
Greencoat Capital,Pantymoch,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,SA132UT,,277876.0,190467.0,2016,SOL-001110
Greencoat Capital,Royston,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,SG85UT,,535667.0,242584.0,2015,SOL-001111
Greencoat Capital,Moor House,Solar,PV,No,Solar,, 4.9 ,LV,England,North West,CA144JZ,,301300.0,525369.0,2016,SOL-001113
Greencoat Capital,Cranham,Solar,PV,No,Solar,, 3.0 ,LV,England,London,RM143NU,,558400.0,187089.0,2016,SOL-001114
Greencoat Capital,Mill Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,East Midlands,NG335DP,,494872.0,331696.0,2016,SOL-001116
Greencoat Capital,Bury Green,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,PE262RY,,525500.0,285500.0,2016,SOL-001120
Greencoat Capital,Eckland Lodge,Solar,PV,No,Solar,, 3.7 ,LV,England,East Midlands,LE168HB,,478672.0,284948.0,2016,SOL-001123
Greencoat Capital,Royston CIC,Solar,PV,No,Solar,, 4.9 ,LV,England,East of England,SG85UT,,535667.0,242584.0,2016,SOL-001125
Greencoat Capital,Pantymoch CIC,Solar,PV,No,Solar,, 4.9 ,LV,Wales,Wales,SA132UT,,277876.0,190467.0,2016,SOL-001126
Greencoat Capital,Wick Road CIC,Solar,PV,No,Solar,, 2.2 ,LV,England,South West,BS246RR,,331664.0,154677.0,2016,SOL-001127
Greencoat Capital,Wick Road,Solar,PV,No,Solar,, 4.7 ,LV,England,South West,BS246RR,,331664.0,154677.0,2016,SOL-001128
Greencoat Capital,Bransholme Solar,Solar,PV,No,Solar,, 5.0 ,LV,England,Yorkshire and the Humber,HU75YX,,511000.0,436000.0,2016,SOL-001130
Greencoat Capital,Rolls Royce,Solar,PV,No,Solar,, 3.2 ,LV,England,South West,BS346QA,,360460.0,180792.0,2016,SOL-001133
Greencoat Capital,Rhewl 2,Solar,PV,No,Solar,, 3.1 ,LV,Wales,Wales,NP166AG,ST493931,349376.0,193176.0,2016,SOL-001134
Greencoat Capital,Carrowdore,Solar,PV,No,Solar,, 6.0 ,LV,Northern Ireland,Northern Ireland,BT222HH,,169400.0,525454.0,2017,SOL-001195
Greencoat Capital,Carver Hey,Solar,PV,No,Solar,, 2.5 ,LV,England,North West,PR44SX,,348519.0,423631.0,2017,SOL-001199
Greencoat Capital,Woodhouse,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,ST145HY,,409432.0,339052.0,2017,SOL-001205
Greencoat Capital,Brent Broad,Solar,PV,No,Solar,, 3.8 ,LV,England,South West,BS246RR,,332623.0,152727.0,2017,SOL-001209
Greencoat Capital,Home Farm,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,GL519RS,,393986.0,226037.0,2017,SOL-001210
Greencoat Capital,Arnawood,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,LA20AE,,346363.0,459484.0,2017,SOL-001211
Greencoat Capital,Bilsborrow,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,PR30RU,,350124.0,439100.0,2017,SOL-001216
Greencoat Capital,Snettisham,Solar,PV,No,Solar,, 2.7 ,LV,England,East of England,PE317NE,,570621.0,334187.0,2017,SOL-001217
Greencoat Capital,Otherton,Solar,PV,No,Solar,, 2.5 ,LV,England,West Midlands,WR65LS,,380432.0,254242.0,2017,SOL-001218
Greencoat Capital,West Strathore,Solar,PV,No,Solar,, 5.0 ,LV,Scotland,Scotland,KY14DQ,,328619.0,697504.0,2017,SOL-001219
Greencoat Capital,Potters Bar,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,EN63DQ,,524112.0,202677.0,2017,SOL-001220
Greencoat Capital,Widehurst,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,TN129LN,,575536.0,142994.0,2017,SOL-001221
Greencoat Capital,Ainderby,Solar,PV,No,Solar,, 5.0 ,LV,England,Yorkshire and the Humber,DL79PZ,,433420.0,492119.0,2017,SOL-001222
Greencoat Capital,Bann Road,Solar,PV,No,Solar,, 45.8 ,LV,Northern Ireland,Northern Ireland,BT44 8SD,NW1126271958,111262.0,571958.0,2017,SOL-001223
Greencoat Capital,Cockett Valley,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,SA54TH,,260884.0,195188.0,2017,SOL-001224
Greencoat Capital,Henley,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,SY66RS,,345599.0,288062.0,2017,SOL-001225
Greencoat Capital,Upper Meadowley,Solar,PV,No,Solar,, 4.9 ,LV,England,West Midlands,WV166UQ,,366792.0,292516.0,2017,SOL-001228
Greencoat Capital,Wraysbury,Solar,PV,No,Solar,, 3.0 ,LV,England,South East,TW195AH,,501492.0,172752.0,2017,SOL-001229
Greencoat Capital,Berthllwyd,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,CF371PS,,307796.0,188016.0,2017,SOL-001230
Greencoat Capital,Bodwen,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,PL268RP,,202672.0,60536.0,2017,SOL-001231
Greencoat Capital,Ebnal Lodge,Solar,PV,No,Solar,, 5.0 ,LV,England,West Midlands,SY107BL,,331810.0,334117.0,2017,SOL-001232
Greencoat Capital,Sandhutton,Solar,PV,No,Solar,, 5.0 ,LV,England,Yorkshire and the Humber,YO74RW,,439302.0,482532.0,2017,SOL-001233
Greencoat Capital,Hunger Hill,Solar,PV,No,Solar,, 5.0 ,LV,England,North East,DL21JZ,,433439.0,512522.0,2017,SOL-001234
Greencoat Capital,Wrea Green,Solar,PV,No,Solar,, 4.9 ,LV,England,North West,PR42WP,,338850.0,431150.0,2017,SOL-001239
Greencoat Capital,CommonFarm,Solar,PV,No,Solar,, 3.3 ,LV,England,South West,SN49QJ,,413720.0,181837.0,2017,SOL-001241
Greencoat Capital,Netley,Solar,PV,No,Solar,, 5.0 ,LV,England,South East,SO315FF,,446625.0,109005.0,2017,SOL-001244
Greencoat Capital,West Carclaze,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,PL268XL,,201930.0,55161.0,2017,SOL-001245
Greencoat Capital,Belper,Solar,PV,No,Solar,, 5.0 ,LV,England,North East,TS160PS,,437351.0,348648.0,2017,SOL-001246
Greencoat Capital,Carmarthen,Solar,PV,No,Solar,, 4.7 ,LV,Wales,Wales,SA312LS,,0.0,0.0,2017,SOL-001247
Greencoat Capital,Clay Cross,Solar,PV,No,Solar,, 5.0 ,LV,England,North West,CA141LG,,301000.0,532000.0,2017,SOL-001248
Greencoat Capital,Lisburn,Solar,PV,No,Solar,, 20.5 ,LV,Northern Ireland,Northern Ireland,BT282SL,,134798.0,521384.0,2017,SOL-001254
Greencoat Capital,Mount Farm,Solar,PV,No,Solar,, 23.1 ,LV,England,West Midlands,WR12 7JA,,404408.0,239674.0,2016,SOL-001311
Greencoat Capital,Vine Farm,Solar,PV,No,Solar,, 45.9 ,LV,England,East of England,SG8 0HJ,TL3232147623,532321.0,247623.0,2016,SOL-001312
Greencoat Capital,Rose & Crown,Solar,PV,No,Solar,, 30.1 ,LV,England,East of England,PE14 7JB,,548440.0,315807.0,2016,SOL-001313
Greencoat Capital,Laurel Hill,Solar,PV,No,Solar,, 14.2 ,LV,Northern Ireland,Northern Ireland,BT251JS,NW2348809151,123488.0,509151.0,2018,SOL-001369
Greencoat Capital,Trefullock,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,TR85BH,SW8984056035,189840.0,56035.0,2011,SOL-001382
Greencoat Capital,Thornham,Solar,PV,No,Solar,, 20.6 ,LV,England,East of England,PE365LH,SK7640878677,476408.0,378677.0,2022,SOL-001383
Greencoat Capital,Beech Farm,Solar,PV,No,Solar,, 4.3 ,LV,England,South West,SN67SE,SU1799990239,417999.0,190239.0,2016,SOL-001409
Greencoat Capital,Dove View,Solar,PV,No,Solar,, 4.6 ,LV,England,West Midlands,ST148JY,SK1289531114,412895.0,331114.0,2016,SOL-001410
Greencoat Capital,Hurcott,Solar,PV,No,Solar,, 10.0 ,LV,England,South West,TA190JS,ST3924915679,339249.0,115679.0,2015,SOL-001411
Greencoat Capital,Turweston,Solar,PV,No,Solar,, 16.4 ,LV,England,South East,NN135YD,SP6156038176,461560.0,238176.0,2014,SOL-001412
Greencoat Capital,Streetfield,Solar,PV,No,Solar,, 50.0 ,LV,England,West Midlands,LE17 4HS,SP5072682742,450726.0,282742.0,2022,SOL-001415
Greencoat Capital,Carn Nicholas,Solar,PV,No,Solar,, 9.9 ,LV,Wales,Wales,SA17BL,SS6784394294,267843.0,194294.0,2023,SOL-001549
Greencoat Capital,Gorse Lane,Solar,PV,No,Solar,, 50.0 ,LV,England,East Midlands,NG34 8PF,TF0707541219,507075.0,341219.0,2017,SOL-001571
Greencoat Capital,Thaxted,Solar,PV,No,Solar,, 48.0 ,LV,England,East of England,CM6 2RD,TL6257532043,562575.0,232043.0,2024,SOL-001572
Greencoat Capital,Bicker Fen,Solar,PV,No,Solar,, 22.6 ,LV,England,East Midlands,PE24 5AZ,TF4668363395,546683.0,363395.0,2024,SOL-001605
Greencoat Capital,Tiln Solar,Solar,PV,No,Solar,, 61.5 ,LV,England,East Midlands,DN22 9JH,SK7116383043,471163.0,383043.0,2024,SOL-001616
Greencoat Capital,Eynsham,Solar,PV,No,Solar,, 32.0 ,LV,England,South East,OX294BH,,0.0,0.0,2024,SOL-001643
Greencoat Capital,Elms,Solar,PV,No,Solar,, 27.8 ,LV,England,West Midlands,CV35 9DP,,0.0,0.0,2024,SOL-001649
Greencoat Capital,Stokeford,Solar,PV,No,Solar,, 28.5 ,LV,England,South West,BH20 6AN,,0.0,0.0,2024,SOL-001651
Greencoat Capital,Tappaghan Wind Farm,Wind,Onshore,No,Wind,, 28.5 ,LV,Northern Ireland,Northern Ireland,,NV4101531174,41015.0,531174.0,2005,WON-000272
Greencoat Capital,Braes of Doune Wind Farm,Wind,Onshore,No,Wind,, 72.0 ,HV,Scotland,Scotland,,NN7259010500,272590.0,710500.0,2007,WON-000306
Greencoat Capital,Bin Mountain Wind Farm ,Wind,Onshore,No,Wind,, 9.0 ,LV,Northern Ireland,Northern Ireland,,NV5714558200,57145.0,558200.0,2007,WON-000312
Greencoat Capital,Slieve Divena,Wind,Onshore,No,Wind,, 30.0 ,LV,Northern Ireland,Northern Ireland,,NV6960224593,69602.0,524593.0,2009,WON-000359
Greencoat Capital,North Rhins,Wind,Onshore,No,Wind,, 22.0 ,LV,Scotland,Scotland,,NX0198057960,201980.0,557960.0,2009,WON-000360
Greencoat Capital,Carcant Wind Farm,Wind,Onshore,No,Wind,, 6.0 ,LV,Scotland,Scotland,,NT3625052850,336250.0,652850.0,2010,WON-000390
Greencoat Capital,Screggagh,Wind,Onshore,No,Wind,, 20.0 ,LV,Northern Ireland,Northern Ireland,,NV5456620549,54566.0,520549.0,2011,WON-000413
Greencoat Capital,Church Hill,Wind,Onshore,No,Wind,, 18.4 ,LV,Northern Ireland,Northern Ireland,,NV3171143769,31711.0,543769.0,2012,WON-000462
Greencoat Capital,Crighshane,Wind,Onshore,No,Wind,, 32.2 ,LV,Northern Ireland,Northern Ireland,BT81 7HS,NV2902142409,29021.0,542409.0,2012,WON-000463
Greencoat Capital,Drone Hill,Wind,Onshore,No,Wind,, 28.6 ,LV,Scotland,Scotland,,NT8371967227,383719.0,667227.0,2012,WON-000472
Greencoat Capital,Cotton Farm,Wind,Onshore,No,Wind,, 16.4 ,LV,England,East of England,,TL2327064130,523270.0,264130.0,2013,WON-000512
Greencoat Capital,Earls Hall Farm,Wind,Onshore,No,Wind,, 10.3 ,LV,England,East of England,,TM1455016860,614550.0,216860.0,2013,WON-000513
Greencoat Capital,Kildrummy,Wind,Onshore,No,Wind,, 18.4 ,LV,Scotland,Scotland,,NJ5765515170,357655.0,815170.0,2013,WON-000531
Greencoat Capital,Sixpenny Wood,Wind,Onshore,No,Wind,, 20.5 ,LV,England,Yorkshire and the Humber,DN14 7TU,SE7850027500,478500.0,427500.0,2013,WON-000542
Greencoat Capital,Yelvertoft,Wind,Onshore,No,Wind,, 16.4 ,LV,England,East Midlands,NN6 6AS,SP5788775532,457887.0,275532.0,2013,WON-000543
Greencoat Capital,Maerdy,Wind,Onshore,No,Wind,, 24.0 ,LV,Wales,Wales,,SS9539099853,295390.0,199853.0,2013,WON-000544
Greencoat Capital,Langhope Rig,Wind,Onshore,No,Wind,, 16.4 ,LV,Scotland,Scotland,TD7 4PQ,NT4051915032,340519.0,615032.0,2016,WON-000563
Greencoat Capital,Boganlea,Wind,Onshore,No,Wind,, 2.3 ,LV,Scotland,Scotland,AB535UY,,382155.0,852949.0,2014,WON-000646
Greencoat Capital,Stroupster,Wind,Onshore,No,Wind,, 29.9 ,LV,Scotland,Scotland,,ND3425066250,334250.0,966250.0,2015,WON-000757
Greencoat Capital,Corriegarth,Wind,Onshore,No,Wind,, 69.5 ,HV,Scotland,Scotland,,NH5750013500,257500.0,813500.0,2017,WON-001154
Greencoat Capital,Bishopthorpe,Wind,Onshore,No,Wind,, 16.4 ,LV,England,East Midlands,,TA3267903330,532679.0,403330.0,2017,WON-001163
Greencoat Capital,Slieve Divena 2,Wind,Onshore,No,Wind,, 18.8 ,LV,Northern Ireland,Northern Ireland,,NV6960224593,69602.0,524593.0,2017,WON-001168
Greencoat Capital,Brockaghboy,Wind,Onshore,No,Wind,, 47.5 ,LV,Northern Ireland,Northern Ireland,,NV9655071846,96550.0,571846.0,2017,WON-001176
Greencoat Capital,Tom Nan Clach,Wind,Onshore,No,Wind,, 39.1 ,HV,Scotland,Scotland,,NH8650034500,286500.0,834500.0,2019,WON-001282
Greencoat Capital,Windy Rig,Wind,Onshore,No,Wind,, 43.2 ,HV,Scotland,Scotland,,NS6170000000,261700.0,600000.0,2021,WON-001366
Greencoat Capital,Glen Kyllachy,Wind,Onshore,No,Wind,, 48.5 ,HV,Scotland,Scotland,,NH7450527480,274505.0,827480.0,2021,WON-001367
Greencoat Capital,Douglas West,Wind,Onshore,No,Wind,, 44.9 ,HV,Scotland,Scotland,ML11 0LU,NS8199231739,281992.0,631739.0,2021,WON-001368
Greencoat Capital,TwentyShilling Hill,Wind,Onshore,No,Wind,, 37.8 ,HV,Scotland,Scotland,,NS7951204495,279512.0,604495.0,2022,WON-001369
Greencoat Capital,South Kyle,Wind,Onshore,No,Wind,, 240.0 ,HV,Scotland,Scotland,,NS5500104272,255001.0,604272.0,2023,WON-001544
Greencoat Capital,Dalquhandy,Wind,Onshore,No,Wind,, 42.0 ,HV,Scotland,Scotland,,NS8097434241,280974.0,634241.0,2023,WON-001546
Intergen,Rocksavage Power Company Ltd,Fossil Fuel,CCGT,No,Natural Gas,, 810.0 ,HV,England,North West, WA7 4FZ,,352414.0,377661.0,1998,GAS-000178
Intergen,Coryton Energy Company Ltd,Fossil Fuel,CCGT,No,Natural Gas,, 800.0 ,HV,England,South East, SS17 9GN,,565166.0,178798.0,2002,GAS-000222
Intergen,Spalding Energy Company Ltd ,Fossil Fuel,CCGT,No,Natural Gas,, 950.0 ,HV,England,East Midlands,PE11 3BB,,524944.0,320245.0,2004,GAS-000250
Intergen,Spalding Expansion OCGT ,Fossil Fuel,Single cycle,No,Natural Gas,, 300.0 ,HV,England,East Midlands,PE11 3BB,TF256249,525689.0,324941.0,2019,GAS-001280
Lightsource BP,Howbery,Solar,PV,No,Solar,, 0.7 ,LV,England,South East,TR24EP,,461755.0,190325.0,2011,SOL-000428
Lightsource BP,Moor Solar 1,Solar,PV,No,Solar,, 1.7 ,LV,England,East Midlands,PE12 9LE,TF4405523522,544055.0,323522.0,2011,SOL-000429
Lightsource BP,Moor Solar 2,Solar,PV,No,Solar,, 1.1 ,LV,England,East Midlands,PE12 9LE,TF4412523559,544125.0,323559.0,2011,SOL-000430
Lightsource BP,Howton,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,PL126QY,,238063.0,62770.0,2011,SOL-000431
Lightsource BP,Marston,Solar,PV,No,Solar,, 4.5 ,LV,England,East Midlands,NG322JP,,488029.0,342114.0,2011,SOL-000432
Lightsource BP,Wilburton,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,CB63PU,,547655.0,274082.0,2011,SOL-000433
Lightsource BP,Promens,Solar,PV,No,Solar,, 1.6 ,LV,England,East of England,NR347TB,,644496.0,288255.0,2011,SOL-000434
Lightsource BP,Wheal Jane,Solar,PV,No,Solar,, 1.4 ,LV,England,South West,TR3 6EE,SW7741242176,177412.0,42176.0,2011,SOL-000435
Lightsource BP,Walton,Solar,PV,No,Solar,, 1.8 ,LV,England,South East,KT122EG,,511550.0,168450.0,2011,SOL-000436
Lightsource BP,Benbole,Solar,PV,No,Solar,, 1.7 ,LV,England,South West,PL303EF,,202931.0,74850.0,2011,SOL-000437
Lightsource BP,Crossness,Solar,PV,No,Solar,, 1.5 ,LV,England,London,SE29AQ,,548450.0,180950.0,2011,SOL-000438
Lightsource BP,Trevemper,Solar,PV,No,Solar,, 1.7 ,LV,England,South West,TR8 5JR,SW8194659506,181946.0,59506.0,2011,SOL-000444
Lightsource BP,Dunsfold,Solar,PV,No,Solar,, 2.0 ,LV,England,South East,GU8 4BW,TQ0194436562,501944.1,136562.0,2011,SOL-000448
Lightsource BP,Hawton,Solar,PV,No,Solar,, 4.9 ,LV,England,East Midlands,NG243RJ,,479632.0,348905.0,2011,SOL-000449
Lightsource BP,Sandhill,Solar,PV,No,Solar,, 1.9 ,LV,England,South West,TA4 3BT,ST1618829704,316188.0,129704.0,2011,SOL-000450
Lightsource BP,Fawley (Langley),Solar,PV,No,Solar,, 5.0 ,LV,England,South East,SO451AB,,445171.0,100816.0,2012,SOL-000480
Lightsource BP,Chittering,Solar,PV,No,Solar,, 5.0 ,LV,England,East of England,CB25 9PW,TL5148871214,551488.0,271214.0,2012,SOL-000482
Lightsource BP,Eastacombe,Solar,PV,No,Solar,, 3.6 ,LV,England,South West,EX22 6RP,SX3543599648,235435.0,99648.0,2012,SOL-000483
Lightsource BP,Summerlands,Solar,PV,No,Solar,, 0.8 ,LV,England,South West,EX174DF,,284552.0,108297.0,2012,SOL-000487
Lightsource BP,Great Knowles,Solar,PV,No,Solar,, 2.9 ,LV,England,South West,EX226JY,,232612.0,103213.0,2012,SOL-000489
Lightsource BP,West Bradley,Solar,PV,No,Solar,, 1.0 ,LV,England,South West,EX168BJ,,289684.0,114161.0,2012,SOL-000490
Lightsource BP,Pont Andrew,Solar,PV,No,Solar,, 1.5 ,LV,Wales,Wales,CF449UL,,252617.0,210675.0,2012,SOL-000492
Lightsource BP,Ffos Las,Solar,PV,No,Solar,, 5.0 ,LV,Wales,Wales,SA17 4DE,SN4547805296,245478.0,205296.0,2012,SOL-000497
Lightsource BP,Bodmin,Solar,PV,No,Solar,, 5.0 ,LV,England,South West,PL312PF,,206175.0,68428.0,2012,SOL-000499
Lightsource BP,Langunnett,Solar,PV,No,Solar,, 6.2 ,LV,England,South West,PL220NQ,,215569.0,57824.0,2013,SOL-000575
Lightsource BP,Manston,Solar,PV,No,Solar,, 9.8 ,LV,England,South East,CT125AU,,634574.0,166813.0,2013,SOL-000580
Lightsource BP,West Farm,Solar,PV,No,Solar,, 7.6 ,LV,Wales,Wales,SA724UN,,199608.0,203981.0,2013,SOL-000599
Lightsource BP,Blatchworthy,Solar,PV,No,Solar,, 1.4 ,LV,England,South West,, EX169QH,250572.0,140713.0,2013,SOL-000602
Lightsource BP,Five Mile Drive,Solar,PV,No,Solar,, 3.9 ,LV,England,South West,GL569TG,,413600.0,235700.0,2013,SOL-000618
Lightsource BP,Trefinnick,Solar,PV,No,Solar,, 4.4 ,LV,England,South West,PL178QD,,233642.0,74030.0,2013,SOL-000627
Lightsource BP,Cleave Farm,Solar,PV,No,Solar,, 4.6 ,LV,England,South West,EX394PU,,249891.0,124902.0,2013,SOL-000628
Lightsource BP,Rudge Hill Farm,Solar,PV,No,Solar,, 1.0 ,LV,England,South West,DT102AB,,378118.0,112656.0,2013,SOL-000631
Lightsource BP,Says Court,Solar,PV,No,Solar,, 19.8 ,LV,England,South West,BS362NY,,368922.0,181730.0,2014,SOL-000665
